Column,Season,Episode,Scene,StartTime,EndTime,SpeakerNames
415,2,8,6,592.92,689.52,catelyn_stark
416,2,8,7,689.52,833.6,brienne_of_tarth
416,2,8,7,689.52,833.6,jaime_lannister
417,2,8,8,833.6,936.24,kevan_lannister
417,2,8,8,833.6,936.24,tywin_lannister
418,2,8,9,936.24,1023.48,rorge
418,2,8,9,936.24,1023.48,hot_pie
418,2,8,9,936.24,1023.48,arya_stark
418,2,8,9,936.24,1023.48,gendry
419,2,8,10,1023.48,1068.08,jon_snow
419,2,8,10,1023.48,1068.08,qhorin_halfhand
419,2,8,10,1023.48,1068.08,rattleshirt
420,2,8,11,1068.08,1281,tyrion_lannister
420,2,8,11,1068.08,1281,bronn
420,2,8,11,1068.08,1281,lord_varys
421,2,8,12,1281,1418.4,grenn
421,2,8,12,1281,1418.4,eddison_tollet
421,2,8,12,1281,1418.4,samwell_tarly
422,2,8,13,1418.4,1551.6,jaqen_hghar
422,2,8,13,1418.4,1551.6,arya_stark
423,2,8,14,1551.6,1862.68,tyrion_lannister
423,2,8,14,1551.6,1862.68,cersei_lannister
424,2,8,15,1862.68,1947.56,tyrion_lannister
424,2,8,15,1862.68,1947.56,shae
425,2,8,16,1947.56,2352.6,roose_bolton
425,2,8,16,1947.56,2352.6,robb_stark
425,2,8,16,1947.56,2352.6,talisa_stark
426,2,8,17,2352.6,2423.6,hot_pie
426,2,8,17,2352.6,2423.6,arya_stark
426,2,8,17,2352.6,2423.6,gendry
427,2,8,18,2423.6,2593.04,davos_seaworth
427,2,8,18,2423.6,2593.04,stannis_baratheon
428,2,8,19,2593.04,2777.84,tyrion_lannister
428,2,8,19,2593.04,2777.84,joffrey_baratheon
428,2,8,19,2593.04,2777.84,lord_varys
429,2,8,20,2777.84,2880.32,daenerys_targaryen
429,2,8,20,2777.84,2880.32,jorah_mormont
430,2,8,21,2880.32,2938.64,dagmer_cleftjaw
430,2,8,21,2880.32,2938.64,theon_greyjoy
431,2,8,22,2938.64,3070.12,osha
431,2,8,22,2938.64,3070.12,maester_luwin
432,2,9,1,0,109.84,none
433,2,9,2,109.84,274.4,matthos_seaworth
433,2,9,2,109.84,274.4,davos_seaworth
434,2,9,3,274.4,374.72,tyrion_lannister
434,2,9,3,274.4,374.72,shae
435,2,9,4,374.72,463.56,grand_maester_pycelle
435,2,9,4,374.72,463.56,cersei_lannister
436,2,9,5,463.56,698.92,bronn
436,2,9,5,463.56,698.92,sandor_clegane
437,2,9,6,698.92,864.04,tyrion_lannister
437,2,9,6,698.92,864.04,lord_varys
438,2,9,7,864.04,908.36,matthos_seaworth
438,2,9,7,864.04,908.36,davos_seaworth
439,2,9,8,908.36,1078.64,joffrey_baratheon
439,2,9,8,908.36,1078.64,bronn
439,2,9,8,908.36,1078.64,tyrion_lannister
439,2,9,8,908.36,1078.64,sansa_stark
439,2,9,8,908.36,1078.64,shae
440,2,9,9,1078.64,1162.32,tyrion_lannister
440,2,9,9,1078.64,1162.32,lancel_lannister
440,2,9,9,1078.64,1162.32,sandor_clegane
440,2,9,9,1078.64,1162.32,joffrey_baratheon
441,2,9,10,1162.32,1184.2,matthos_seaworth
441,2,9,10,1162.32,1184.2,davos_seaworth
442,2,9,11,1184.2,1299.24,sansa_stark
442,2,9,11,1184.2,1299.24,cersei_lannister
442,2,9,11,1184.2,1299.24,shae
443,2,9,12,1299.24,1324.32,tyrion_lannister
443,2,9,12,1299.24,1324.32,joffrey_baratheon
444,2,9,13,1324.32,1330,none
445,2,9,14,1330,1355.12,tyrion_lannister
445,2,9,14,1330,1355.12,joffrey_baratheon
446,2,9,15,1355.12,1394.16,matthos_seaworth
446,2,9,15,1355.12,1394.16,davos_seaworth
447,2,9,16,1394.16,1407.16,
448,2,9,17,1407.16,1424.52,
449,2,9,18,1424.52,1436.92,none
450,2,9,19,1436.92,1455.44,none
451,2,9,20,1455.44,1476.92,none
452,2,9,21,1476.92,1481.08,none
453,2,9,22,1481.08,1484.04,none
454,2,9,23,1484.04,1505.56,none
455,2,9,24,1505.56,1517.16,none
456,2,9,25,1517.16,1579.36,stannis_baratheon
456,2,9,25,1517.16,1579.36,davos_seaworth
457,2,9,26,1579.36,1789.16,sansa_stark
457,2,9,26,1579.36,1789.16,cersei_lannister
458,2,9,27,1789.16,1807.4,tyrion_lannister
458,2,9,27,1789.16,1807.4,joffrey_baratheon
459,2,9,28,1807.4,1851.6,podrick_payne
459,2,9,28,1807.4,1851.6,joffrey_baratheon
459,2,9,28,1807.4,1851.6,tyrion_lannister
459,2,9,28,1807.4,1851.6,sandor_clegane
460,2,9,29,1851.6,1854.12,none
461,2,9,30,1854.12,1864.64,none
462,2,9,31,1864.64,1874.4,none
463,2,9,32,1874.4,1878.88,none
464,2,9,33,1878.88,1975.56,sandor_clegane
464,2,9,33,1878.88,1975.56,stannis_baratheon
465,2,9,34,1975.56,2161.48,lancel_lannister
465,2,9,34,1975.56,2161.48,sansa_stark
465,2,9,34,1975.56,2161.48,shae
465,2,9,34,1975.56,2161.48,cersei_lannister
466,2,9,35,2161.48,2549.48,joffrey_baratheon
466,2,9,35,2161.48,2549.48,lancel_lannister
466,2,9,35,2161.48,2549.48,tyrion_lannister
466,2,9,35,2161.48,2549.48,cersei_lannister
466,2,9,35,2161.48,2549.48,mandon_moore
466,2,9,35,2161.48,2549.48,stannis_baratheon
466,2,9,35,2161.48,2549.48,sandor_clegane
467,2,9,36,2549.48,2635.24,lancel_lannister
467,2,9,36,2549.48,2635.24,sansa_stark
467,2,9,36,2549.48,2635.24,cersei_lannister
467,2,9,36,2549.48,2635.24,shae
467,2,9,36,2549.48,2635.24,sandor_clegane
468,2,9,37,2635.24,2767.84,tyrion_lannister
468,2,9,37,2635.24,2767.84,sansa_stark
468,2,9,37,2635.24,2767.84,sandor_clegane
469,2,9,38,2767.84,2879.52,tyrion_lannister
470,2,9,39,2879.52,2925.76,tommen_baratheon
470,2,9,39,2879.52,2925.76,cersei_lannister
471,2,9,40,2925.76,2929.64,podrick_payne
472,2,9,41,2929.64,2948.64,cersei_lannister
473,2,9,42,2948.64,2974.28,none
474,2,9,43,2974.28,2980.4,none
475,2,9,44,2980.4,2991.48,cersei_lannister
476,2,9,45,2991.48,3005.12,none
477,2,9,46,3005.12,3023.68,cersei_lannister
478,2,9,47,3023.68,3036,none
479,2,9,48,3036,3134.08,stannis_baratheon
479,2,9,48,3036,3134.08,cersei_lannister
479,2,9,48,3036,3134.08,tywin_lannister
480,2,10,1,0,124.12,none
481,2,10,2,124.12,205.6,tyrion_lannister
481,2,10,2,124.12,205.6,grand_maester_pycelle
481,2,10,2,124.12,205.6,podrick_payne
482,2,10,3,205.6,539.72,grand_maester_pycelle
482,2,10,3,205.6,539.72,joffrey_baratheon
482,2,10,3,205.6,539.72,tywin_lannister
482,2,10,3,205.6,539.72,sansa_stark
482,2,10,3,205.6,539.72,petyr_baelish
482,2,10,3,205.6,539.72,margaery_tyrell
482,2,10,3,205.6,539.72,cersei_lannister
482,2,10,3,205.6,539.72,loras_tyrell
483,2,10,4,539.72,680.68,ros
483,2,10,4,539.72,680.68,lord_varys
484,2,10,5,680.68,966.64,jaime_lannister
484,2,10,5,680.68,966.64,brienne_of_tarth
485,2,10,6,966.64,1066.36,catelyn_stark
485,2,10,6,966.64,1066.36,robb_stark
486,2,10,7,1066.36,1275.28,melisandre
486,2,10,7,1066.36,1275.28,stannis_baratheon
487,2,10,8,1275.28,1543.64,maester_luwin
487,2,10,8,1275.28,1543.64,theon_greyjoy
488,2,10,9,1543.64,1664.04,dagmer_cleftjaw
488,2,10,9,1543.64,1664.04,maester_luwin
488,2,10,9,1543.64,1664.04,black_lorren
488,2,10,9,1543.64,1664.04,theon_greyjoy
489,2,10,10,1664.04,1929.4,tyrion_lannister
489,2,10,10,1664.04,1929.4,shae
489,2,10,10,1664.04,1929.4,podrick_payne
489,2,10,10,1664.04,1929.4,lord_varys
490,2,10,11,1929.4,2101.88,robb_stark
490,2,10,11,1929.4,2101.88,talisa_stark
490,2,10,11,1929.4,2101.88,septon
491,2,10,12,2101.88,2279.6,jorah_mormont
491,2,10,12,2101.88,2279.6,daenerys_targaryen
492,2,10,13,2279.6,2349.08,jaqen_hghar
492,2,10,13,2279.6,2349.08,arya_stark
492,2,10,13,2279.6,2349.08,hot_pie
493,2,10,14,2349.08,2482.28,osha
493,2,10,14,2349.08,2482.28,rickon_stark
493,2,10,14,2349.08,2482.28,bran_stark
493,2,10,14,2349.08,2482.28,maester_luwin
494,2,10,15,2482.28,2508.12,none
495,2,10,16,2508.12,2980.92,khal_drogo
495,2,10,16,2508.12,2980.92,pyat_pree
495,2,10,16,2508.12,2980.92,daenerys_targaryen
496,2,10,17,2980.92,3195.6,jon_snow
496,2,10,17,2980.92,3195.6,qhorin_halfhand
496,2,10,17,2980.92,3195.6,ygritte
496,2,10,17,2980.92,3195.6,rattleshirt
497,2,10,18,3195.6,3224.6,xaro_xhoan_daxos
497,2,10,18,3195.6,3224.6,doreah
498,2,10,19,3224.6,3348.56,xaro_xhoan_daxos
498,2,10,19,3224.6,3348.56,daenerys_targaryen
498,2,10,19,3224.6,3348.56,jorah_mormont
498,2,10,19,3224.6,3348.56,doreah
499,2,10,20,3348.56,3571.64,grenn
499,2,10,20,3348.56,3571.64,eddison_tollet
499,2,10,20,3348.56,3571.64,samwell_tarly
500,2,10,21,3571.64,3650.92,none
501,3,1,1,0,23.6,none
502,3,1,2,23.6,190.08,jeor_mormont
502,3,1,2,23.6,190.08,samwell_tarly
503,3,1,3,190.08,294,none
504,3,1,4,294,717.6,jon_snow
504,3,1,4,294,717.6,lord_of_bones
504,3,1,4,294,717.6,mance_rayder
504,3,1,4,294,717.6,ygritte
504,3,1,4,294,717.6,tormund
505,3,1,5,717.6,783.2,podrick_payne
505,3,1,5,717.6,783.2,bronn
506,3,1,6,783.2,982,tyrion_lannister
506,3,1,6,783.2,982,podrick_payne
506,3,1,6,783.2,982,cersei_lannister
507,3,1,7,982,1037.12,tyrion_lannister
507,3,1,7,982,1037.12,meryn_trant
507,3,1,7,982,1037.12,podrick_payne
507,3,1,7,982,1037.12,bronn
508,3,1,8,1037.12,1085.2,tyrion_lannister
508,3,1,8,1037.12,1085.2,bronn
509,3,1,9,1085.2,1188.36,davos_seaworth
509,3,1,9,1085.2,1188.36,salladhor_saan
510,3,1,10,1188.36,1355.44,salladhor_saan
510,3,1,10,1188.36,1355.44,davos_seaworth
511,3,1,11,1355.44,1388.12,roose_bolton
511,3,1,11,1355.44,1388.12,robb_stark
512,3,1,12,1388.12,1540.08,rickard_karstark
512,3,1,12,1388.12,1540.08,robb_stark
512,3,1,12,1388.12,1540.08,qyburn
512,3,1,12,1388.12,1540.08,talisa_stark
512,3,1,12,1388.12,1540.08,roose_bolton
512,3,1,12,1388.12,1540.08,catelyn_stark
513,3,1,13,1540.08,1824.6,tywin_lannister
513,3,1,13,1540.08,1824.6,tyrion_lannister
514,3,1,14,1824.6,2051.12,sansa_stark
514,3,1,14,1824.6,2051.12,shae
514,3,1,14,1824.6,2051.12,ros
514,3,1,14,1824.6,2051.12,petyr_baelish
515,3,1,15,2051.12,2141.92,jorah_mormont
515,3,1,15,2051.12,2141.92,daenerys_targaryen
516,3,1,16,2141.92,2159.56,none
517,3,1,17,2159.56,2314.92,melisandre
517,3,1,17,2159.56,2314.92,davos_seaworth
517,3,1,17,2159.56,2314.92,stannis_baratheon
518,3,1,18,2314.92,2491.88,joffrey_baratheon
518,3,1,18,2314.92,2491.88,margaery_tyrell
519,3,1,19,2491.88,2638.12,joffrey_baratheon
519,3,1,19,2491.88,2638.12,cersei_lannister
519,3,1,19,2491.88,2638.12,margaery_tyrell
519,3,1,19,2491.88,2638.12,loras_tyrell
520,3,1,20,2638.12,2886.36,kraznys_mo_nakloz
520,3,1,20,2638.12,2886.36,daenerys_targaryen
520,3,1,20,2638.12,2886.36,missandei
520,3,1,20,2638.12,2886.36,jorah_mormont
521,3,1,21,2886.36,3056.4,jorah_mormont
521,3,1,21,2886.36,3056.4,daenerys_targaryen
521,3,1,21,2886.36,3056.4,barristan_selmy
522,3,1,22,3056.4,3137.56,none
523,3,2,1,0,110.4,none
524,3,2,2,110.4,193.52,bran_stark
524,3,2,2,110.4,193.52,jojen_reed
524,3,2,2,110.4,193.52,robb_stark
524,3,2,2,110.4,193.52,jon_snow
524,3,2,2,110.4,193.52,eddard_stark
524,3,2,2,110.4,193.52,osha
524,3,2,2,110.4,193.52,hodor
525,3,2,3,193.52,257.72,talisa_stark
525,3,2,3,193.52,257.72,robb_stark
525,3,2,3,193.52,257.72,roose_bolton
526,3,2,4,257.72,315.32,catelyn_stark
526,3,2,4,257.72,315.32,robb_stark
527,3,2,5,315.32,374.6,theon_greyjoy
528,3,2,6,374.6,415.96,jaime_lannister
528,3,2,6,374.6,415.96,brienne_of_tarth
529,3,2,7,415.96,624.88,joffrey_baratheon
529,3,2,7,415.96,624.88,cersei_lannister
530,3,2,8,624.88,750.76,shae
530,3,2,8,624.88,750.76,sansa_stark
530,3,2,8,624.88,750.76,loras_tyrell
531,3,2,9,750.76,838.4,margaery_tyrell
531,3,2,9,750.76,838.4,sansa_stark
531,3,2,9,750.76,838.4,loras_tyrell
531,3,2,9,750.76,838.4,olenna_tyrell
532,3,2,10,838.4,1146.08,rickard_karstark
532,3,2,10,838.4,1146.08,robb_stark
533,3,2,11,1146.08,1205.24,talisa_stark
533,3,2,11,1146.08,1205.24,catelyn_stark
534,3,2,12,1205.24,1403.56,mance_rayder
534,3,2,12,1205.24,1403.56,jon_snow
534,3,2,12,1205.24,1403.56,tormund
534,3,2,12,1205.24,1403.56,ygritte
534,3,2,12,1205.24,1403.56,orell
535,3,2,13,1403.56,1541.6,rast
535,3,2,13,1403.56,1541.6,grenn
535,3,2,13,1403.56,1541.6,samwell_tarly
535,3,2,13,1403.56,1541.6,eddison_tollet
535,3,2,13,1403.56,1541.6,jeor_mormont
536,3,2,14,1541.6,1694.56,bran_stark
536,3,2,14,1541.6,1694.56,jojen_reed
536,3,2,14,1541.6,1694.56,osha
537,3,2,15,1694.56,1842.36,gendry
537,3,2,15,1694.56,1842.36,arya_stark
537,3,2,15,1694.56,1842.36,thoros
537,3,2,15,1694.56,1842.36,hot_pie
537,3,2,15,1694.56,1842.36,anguy
538,3,2,16,1842.36,2077.76,arya_stark
538,3,2,16,1842.36,2077.76,thoros
538,3,2,16,1842.36,2077.76,hot_pie
538,3,2,16,1842.36,2077.76,anguy
539,3,2,17,2077.76,2271.12,shae
539,3,2,17,2077.76,2271.12,tyrion_lannister
540,3,2,18,2271.12,2552.92,joffrey_baratheon
540,3,2,18,2271.12,2552.92,margaery_tyrell
541,3,2,19,2552.92,2669.8,theon_greyjoy
541,3,2,19,2552.92,2669.8,ramsay_bolton
542,3,2,20,2669.8,2807.08,osha
542,3,2,20,2669.8,2807.08,bran_stark
542,3,2,20,2669.8,2807.08,jojen_reed
542,3,2,20,2669.8,2807.08,meera_reed
543,3,2,21,2807.08,2964.64,gendry
543,3,2,21,2807.08,2964.64,arya_stark
543,3,2,21,2807.08,2964.64,thoros
543,3,2,21,2807.08,2964.64,hot_pie
543,3,2,21,2807.08,2964.64,anguy
543,3,2,21,2807.08,2964.64,sandor_clegane
544,3,2,22,2964.64,3206.8,jaime_lannister
544,3,2,22,2964.64,3206.8,brienne_of_tarth
545,3,2,23,3206.8,3285.2,none
546,3,3,1,0,161.48,none
547,3,3,2,161.48,236.96,none
548,3,3,3,236.96,373.88,edmure_tully
548,3,3,3,236.96,373.88,brynden_tully
548,3,3,3,236.96,373.88,robb_stark
549,3,3,4,373.88,607.6,tyrion_lannister
549,3,3,4,373.88,607.6,tywin_lannister
549,3,3,4,373.88,607.6,lord_varys
549,3,3,4,373.88,607.6,petyr_baelish
550,3,3,5,607.6,712.56,cersei_lannister
550,3,3,5,607.6,712.56,grand_maester_pycelle
551,3,3,6,712.56,884.08,jaime_lannister
551,3,3,6,712.56,884.08,brienne_of_tarth
552,3,3,7,884.08,1027.28,gendry
552,3,3,7,884.08,1027.28,arya_stark
552,3,3,7,884.08,1027.28,thoros
552,3,3,7,884.08,1027.28,hot_pie
552,3,3,7,884.08,1027.28,anguy
553,3,3,8,1027.28,1071.68,catelyn_stark
553,3,3,8,1027.28,1071.68,brynden_tully
554,3,3,9,1071.68,1202.48,martyn
554,3,3,9,1071.68,1202.48,talisa_stark
555,3,3,10,1202.48,1276.88,mance_rayder
555,3,3,10,1202.48,1276.88,jon_snow
555,3,3,10,1202.48,1276.88,tormund
555,3,3,10,1202.48,1276.88,orell
556,3,3,11,1276.88,1384,samwell_tarly
556,3,3,11,1276.88,1384,jeor_mormont
556,3,3,11,1276.88,1384,craster
556,3,3,11,1276.88,1384,karl_tanner
556,3,3,11,1276.88,1384,gilly
557,3,3,12,1384,1440.8,ramsay_bolton
558,3,3,13,1440.8,1505.36,stannis_baratheon
558,3,3,13,1440.8,1505.36,melisandre
559,3,3,14,1505.36,1527.08,barristan_selmy
559,3,3,14,1505.36,1527.08,daenerys_targaryen
559,3,3,14,1505.36,1527.08,jorah_mormont
559,3,3,14,1505.36,1527.08,missandei
559,3,3,14,1505.36,1527.08,kraznys_mo_nakloz
560,3,3,15,1527.08,1636.16,missandei
560,3,3,15,1527.08,1636.16,kraznys_mo_nakloz
561,3,3,16,1636.16,1776.72,barristan_selmy
561,3,3,16,1636.16,1776.72,daenerys_targaryen
561,3,3,16,1636.16,1776.72,jorah_mormont
561,3,3,16,1636.16,1776.72,missandei
562,3,3,17,1776.72,1945.52,tyrion_lannister
562,3,3,17,1776.72,1945.52,petyr_baelish
562,3,3,17,1776.72,1945.52,podrick_payne
562,3,3,17,1776.72,1945.52,ros
563,3,3,18,1945.52,2029.16,bronn
563,3,3,18,1945.52,2029.16,tyrion_lannister
563,3,3,18,1945.52,2029.16,podrick_payne
564,3,3,19,2029.16,2268.56,bronn
564,3,3,19,2029.16,2268.56,tyrion_lannister
564,3,3,19,2029.16,2268.56,podrick_payne
565,3,3,20,2268.56,2422.08,theon_greyjoy
566,3,3,21,2422.08,2631.12,theon_greyjoy
566,3,3,21,2422.08,2631.12,ramsay_bolton
567,3,3,22,2631.12,2960.72,locke
567,3,3,22,2631.12,2960.72,jaime_lannister
567,3,3,22,2631.12,2960.72,brienne_of_tarth
568,3,3,23,2960.72,3039.28,none
569,3,4,1,0,110.36,none
570,3,4,2,110.36,269.28,locke
570,3,4,2,110.36,269.28,jaime_lannister
570,3,4,2,110.36,269.28,brienne_of_tarth
571,3,4,3,269.28,504.52,lord_varys
571,3,4,3,269.28,504.52,tyrion_lannister
572,3,4,4,504.52,577.24,rast
572,3,4,4,504.52,577.24,grenn
572,3,4,4,504.52,577.24,eddison_tollet
573,3,4,5,577.24,642,gilly
573,3,4,5,577.24,642,samwell_tarly
574,3,4,6,642,704.96,bran_stark
574,3,4,6,642,704.96,jojen_reed
574,3,4,6,642,704.96,catelyn_stark
575,3,4,7,704.96,717.72,none
576,3,4,8,717.72,822.72,lord_varys
576,3,4,8,717.72,822.72,ros
577,3,4,9,822.72,1067.4,joffrey_baratheon
577,3,4,9,822.72,1067.4,cersei_lannister
577,3,4,9,822.72,1067.4,margaery_tyrell
577,3,4,9,822.72,1067.4,olenna_tyrell
578,3,4,10,1067.4,1124.2,ramsay_bolton
578,3,4,10,1067.4,1124.2,theon_greyjoy
579,3,4,11,1124.2,1316.96,jaime_lannister
579,3,4,11,1124.2,1316.96,brienne_of_tarth
580,3,4,12,1316.96,1445.76,tywin_lannister
580,3,4,12,1316.96,1445.76,cersei_lannister
581,3,4,13,1445.76,1606.2,olenna_tyrell
581,3,4,13,1445.76,1606.2,lord_varys
582,3,4,14,1606.2,1839.12,margaery_tyrell
582,3,4,14,1606.2,1839.12,sansa_stark
583,3,4,15,1839.12,2000.52,rast
583,3,4,15,1839.12,2000.52,grenn
583,3,4,15,1839.12,2000.52,eddison_tollet
583,3,4,15,1839.12,2000.52,jeor_mormont
583,3,4,15,1839.12,2000.52,samwell_tarly
583,3,4,15,1839.12,2000.52,craster
583,3,4,15,1839.12,2000.52,karl_tanner
584,3,4,16,2000.52,2099.28,samwell_tarly
584,3,4,16,2000.52,2099.28,gilly
584,3,4,16,2000.52,2099.28,rast
585,3,4,17,2099.28,2330.56,gendry
585,3,4,17,2099.28,2330.56,arya_stark
585,3,4,17,2099.28,2330.56,thoros
585,3,4,17,2099.28,2330.56,anguy
586,3,4,18,2330.56,2367.48,sandor_clegane
586,3,4,18,2330.56,2367.48,beric_dondarrion
587,3,4,19,2367.48,2619.72,thoros
587,3,4,19,2367.48,2619.72,anguy
587,3,4,19,2367.48,2619.72,sandor_clegane
587,3,4,19,2367.48,2619.72,rhaenys
587,3,4,19,2367.48,2619.72,arya_stark
587,3,4,19,2367.48,2619.72,beric_dondarrion
588,3,4,20,2619.72,2993.2,missandei
588,3,4,20,2619.72,2993.2,kraznys_mo_nakloz
588,3,4,20,2619.72,2993.2,daenerys_targaryen
589,3,4,21,2993.2,3071.92,none
590,3,5,1,0,111.72,none
591,3,5,2,111.72,318.08,thoros
591,3,5,2,111.72,318.08,gendry
591,3,5,2,111.72,318.08,sandor_clegane
591,3,5,2,111.72,318.08,arya_stark
591,3,5,2,111.72,318.08,beric_dondarrion
592,3,5,3,318.08,552.92,jon_snow
592,3,5,3,318.08,552.92,orell
592,3,5,3,318.08,552.92,tormund
592,3,5,3,318.08,552.92,ygritte
593,3,5,4,552.92,681.4,jon_snow
593,3,5,4,552.92,681.4,ygritte
594,3,5,5,681.4,713.64,sandor_clegane
594,3,5,5,681.4,713.64,beric_dondarrion
594,3,5,5,681.4,713.64,arya_stark
594,3,5,5,681.4,713.64,thoros
594,3,5,5,681.4,713.64,anguy
595,3,5,6,713.64,821.8,locke
595,3,5,6,713.64,821.8,jaime_lannister
595,3,5,6,713.64,821.8,brienne_of_tarth
595,3,5,6,713.64,821.8,roose_bolton
596,3,5,7,821.8,916.2,jaime_lannister
596,3,5,7,821.8,916.2,qyburn
597,3,5,8,916.2,966.88,cersei_lannister
597,3,5,8,916.2,966.88,petyr_baelish
598,3,5,9,966.88,1103.2,olenna_tyrell
598,3,5,9,966.88,1103.2,podrick_payne
598,3,5,9,966.88,1103.2,tyrion_lannister
599,3,5,10,1103.2,1187.44,arya_stark
599,3,5,10,1103.2,1187.44,gendry
600,3,5,11,1187.44,1215.4,martyn
600,3,5,11,1187.44,1215.4,willem
600,3,5,11,1187.44,1215.4,robb_stark
600,3,5,11,1187.44,1215.4,rickard_karstark
600,3,5,11,1187.44,1215.4,edmure_tully
600,3,5,11,1187.44,1215.4,catelyn_stark
600,3,5,11,1187.44,1215.4,talisa_stark
601,3,5,12,1215.4,1397.24,thoros
601,3,5,12,1215.4,1397.24,arya_stark
601,3,5,12,1215.4,1397.24,beric_dondarrion
602,3,5,13,1397.24,1484.56,selyse_baratheon
602,3,5,13,1397.24,1484.56,stannis_baratheon
603,3,5,14,1484.56,1653.92,shireen_baratheon
603,3,5,14,1484.56,1653.92,stannis_baratheon
604,3,5,15,1653.92,1843.16,jaime_lannister
604,3,5,15,1653.92,1843.16,brienne_of_tarth
605,3,5,16,1843.16,1946,shireen_baratheon
605,3,5,16,1843.16,1946,davos_seaworth
606,3,5,17,1946,2330.84,barristan_selmy
606,3,5,17,1946,2330.84,jorah_mormont
607,3,5,18,2330.84,2418.76,daenerys_targaryen
607,3,5,18,2330.84,2418.76,grey_worm
607,3,5,18,2330.84,2418.76,missandei
608,3,5,19,2418.76,2698.44,barristan_selmy
608,3,5,19,2418.76,2698.44,jorah_mormont
609,3,5,20,2698.44,2822.12,talisa_stark
609,3,5,20,2698.44,2822.12,robb_stark
610,3,5,21,2822.12,2865.92,sansa_stark
610,3,5,21,2822.12,2865.92,margaery_tyrell
611,3,5,22,2865.92,2904,loras_tyrell
611,3,5,22,2865.92,2904,olyvar
612,3,5,23,2904,2919.52,petyr_baelish
612,3,5,23,2904,2919.52,olyvar
613,3,5,24,2919.52,3017.24,sansa_stark
613,3,5,24,2919.52,3017.24,petyr_baelish
614,3,5,25,3017.24,3225.64,tywin_lannister
614,3,5,25,3017.24,3225.64,cersei_lannister
614,3,5,25,3017.24,3225.64,tyrion_lannister
615,3,5,26,3225.64,3226.64,none
616,3,6,1,0,112.12,none
617,3,6,2,112.12,300.16,samwell_tarly
617,3,6,2,112.12,300.16,gilly
618,3,6,3,300.16,474.92,osha
618,3,6,3,300.16,474.92,bran_stark
618,3,6,3,300.16,474.92,meera_reed
618,3,6,3,300.16,474.92,rickon_stark
618,3,6,3,300.16,474.92,jojen_reed
619,3,6,4,474.92,702.8,tormund
619,3,6,4,474.92,702.8,orell
619,3,6,4,474.92,702.8,jon_snow
619,3,6,4,474.92,702.8,ygritte
620,3,6,5,702.8,856.8,arya_stark
620,3,6,5,702.8,856.8,anguy
620,3,6,5,702.8,856.8,melisandre
620,3,6,5,702.8,856.8,thoros
621,3,6,6,856.8,1039.04,melisandre
621,3,6,6,856.8,1039.04,thoros
622,3,6,7,1039.04,1187.72,arya_stark
622,3,6,7,1039.04,1187.72,anguy
622,3,6,7,1039.04,1187.72,gendry
622,3,6,7,1039.04,1187.72,melisandre
622,3,6,7,1039.04,1187.72,thoros
623,3,6,8,1187.72,1273.76,tormund
623,3,6,8,1187.72,1273.76,jon_snow
623,3,6,8,1187.72,1273.76,ygritte
624,3,6,9,1273.76,1591.4,ramsay_bolton
624,3,6,9,1273.76,1591.4,theon_greyjoy
625,3,6,10,1591.4,1808.24,robb_stark
625,3,6,10,1591.4,1808.24,black_walder
625,3,6,10,1591.4,1808.24,lothar_frey
625,3,6,10,1591.4,1808.24,edmure_tully
625,3,6,10,1591.4,1808.24,catelyn_stark
626,3,6,11,1808.24,1940.36,roose_bolton
626,3,6,11,1808.24,1940.36,brienne_of_tarth
626,3,6,11,1808.24,1940.36,jaime_lannister
627,3,6,12,1940.36,2157,tywin_lannister
627,3,6,12,1940.36,2157,olenna_tyrell
628,3,6,13,2157,2308.32,orell
628,3,6,13,2157,2308.32,tormund
628,3,6,13,2157,2308.32,jon_snow
629,3,6,14,2308.32,2399.04,sansa_stark
629,3,6,14,2308.32,2399.04,loras_tyrell
630,3,6,15,2399.04,2563.6,tyrion_lannister
630,3,6,15,2399.04,2563.6,cersei_lannister
631,3,6,16,2563.6,2662.08,sansa_stark
631,3,6,16,2563.6,2662.08,shae
631,3,6,16,2563.6,2662.08,tyrion_lannister
632,3,6,17,2662.08,2800.28,lord_varys
632,3,6,17,2662.08,2800.28,petyr_baelish
633,3,6,18,2800.28,2818.4,none
634,3,6,19,2818.4,2841.56,none
635,3,6,20,2841.56,2992.92,none
636,3,6,21,2992.92,3070.96,none
637,3,7,1,0,110.76,none
638,3,7,2,110.76,244.04,jon_snow
638,3,7,2,110.76,244.04,ygritte
638,3,7,2,110.76,244.04,orell
639,3,7,3,244.04,314,brynden_tully
639,3,7,3,244.04,314,robb_stark
639,3,7,3,244.04,314,catelyn_stark
639,3,7,3,244.04,314,talisa_stark
640,3,7,4,314,545.88,robb_stark
640,3,7,4,314,545.88,talisa_stark
641,3,7,5,545.88,656.32,tormund
641,3,7,5,545.88,656.32,orell
641,3,7,5,545.88,656.32,ygritte
642,3,7,6,656.32,837.96,sansa_stark
642,3,7,6,656.32,837.96,margaery_tyrell
643,3,7,7,837.96,915.64,tyrion_lannister
643,3,7,7,837.96,915.64,bronn
644,3,7,8,915.64,1114.68,tywin_lannister
644,3,7,8,915.64,1114.68,tywin_lannister
645,3,7,9,1114.68,1186.36,jorah_mormont
645,3,7,9,1114.68,1186.36,barristan_selmy
646,3,7,10,1186.36,1490.76,missandei
646,3,7,10,1186.36,1490.76,radzal_mo_eraz
